u,g,r,i,z,redshift
19.091930389404297,17.861459732055664,17.342769622802734,16.999109268188477,16.79245948791504,0.06431634765739243
19.998640060424805,17.978239059448242,16.976579666137695,16.525480270385742,16.180469512939453,0.11991511858999729
21.35460090637207,19.08551025390625,17.647159576416016,17.130020141601562,16.76862907409668,0.23172082128624122
19.457490921020508,17.71718978881836,16.95911979675293,16.603900909423828,16.345670700073242,0.06966193446516991
19.588659286499023,17.984289169311523,17.232280731201172,16.855899810791016,16.52429962158203,0.0837655918697516
21.487260818481445,19.098730087280273,17.666839599609375,17.10106086730957,16.77120018005371,0.23693430791298545
17.73339080810547,16.714860916137695,16.417020797729492,16.21476936340332,16.108299255371094,0.042902901347371805
17.919269561767578,16.68964958190918,16.269729614257812,15.977560043334961,15.909150123596191,0.03583626288672288
20.78510093688965,18.678850173950195,17.20492935180664,16.642379760742188,16.31031036376953,0.23264197508494056
16.98516082763672,15.778969764709473,15.292369842529297,15.029640197753906,14.794329643249512,0.041151494871204106
20.91550064086914,18.742719650268555,17.335859298706055,16.806560516357422,16.425949096679688,0.21928078904747964
20.221349716186523,18.498809814453125,17.749950408935547,17.347719192504883,17.094640731811523,0.07417852690815925
18.79800033569336,17.00020980834961,16.116039276123047,15.669690132141113,15.38644027709961,0.06353226008762916
20.705900192260742,18.93596076965332,17.85923957824707,17.37409019470215,17.01736068725586,0.1489888480901718
19.8293399810791,18.527650833129883,17.708179473876953,17.277799606323242,16.953899383544922,0.14354252548515797
16.774160385131836,15.399270057678223,14.845020294189453,14.564279556274414,14.436100006103516,0.03155404436268977
18.944639205932617,17.909730911254883,17.627689361572266,17.422710418701172,17.346410751342773,0.059251869432628154
20.53676986694336,18.558170318603516,17.495100021362305,16.98720932006836,16.601350784301758,0.13897514996429286
19.057039260864258,17.830780029296875,17.232460021972656,16.830129623413086,16.625280380249023,0.10474518340080977
20.73501968383789,18.586050033569336,17.17310905456543,16.620180130004883,16.252010345458984,0.21047018141051133
20.419639587402344,18.49087905883789,17.691749572753906,17.33422088623047,17.078039169311523,0.07383053734650213
19.28162956237793,17.357500076293945,16.482120513916016,16.089590072631836,15.772930145263672,0.056567641146481044
19.002609252929688,17.49017906188965,16.688339233398438,16.291749954223633,15.975560188293457,0.08051041573286057
20.05430030822754,18.66887092590332,17.824819564819336,17.380800247192383,17.042850494384766,0.14636633520325026
20.86577033996582,18.979230880737305,17.695280075073242,17.218320846557617,16.87748908996582,0.19062237133582433
20.69655990600586,18.680849075317383,17.184770584106445,16.657520294189453,16.30129051208496,0.23576463530460992
20.259990692138672,18.550050735473633,17.502290725708008,17.052400588989258,16.726709365844727,0.13951030919949214
18.286090850830078,17.257740020751953,17.10856056213379,16.827539443969727,16.801959991455078,0.042140438375373686
19.697429656982422,18.482559204101562,17.75528907775879,17.381080627441406,17.114009857177734,0.14843136047323544
19.721050262451172,18.251819610595703,17.489559173583984,17.128559112548828,16.848560333251953,0.09446849554777145
20.581369400024414,18.843290328979492,17.59147071838379,17.0598201751709,16.68552017211914,0.18479905411601066
17.387100219726562,15.885990142822266,15.208230018615723,14.818860054016113,14.55288028717041,0.041469200082123285
20.63813018798828,18.799379348754883,17.68408966064453,17.20686912536621,16.836069107055664,0.1466743774364392
19.205289840698242,18.088869094848633,17.633569717407227,17.349529266357422,17.210250854492188,0.07263576752444108
19.865249633789062,18.262279510498047,17.363859176635742,16.96649932861328,16.598159790039062,0.11326698452234268
20.365339279174805,18.528139114379883,17.551109313964844,17.148099899291992,16.784299850463867,0.11378941714266937
20.311309814453125,18.158140182495117,17.113290786743164,16.620609283447266,16.249950408935547,0.13167165813346704
18.155380249023438,16.939329147338867,16.327259063720703,16.010299682617188,15.764200210571289,0.06432665166755518
19.173830032348633,18.092090606689453,17.643009185791016,17.310489654541016,17.180740356445312,0.07566921166910066
19.924570083618164,18.271650314331055,17.49308967590332,17.108240127563477,16.827049255371094,0.08657804388552905
18.242589950561523,17.36985969543457,17.020919799804688,16.688669204711914,16.657180786132812,0.043086164382596805
19.9572696685791,18.481719970703125,17.572179794311523,17.113460540771484,16.86693000793457,0.137011560300986
19.92024040222168,18.381580352783203,17.5118408203125,17.10555076599121,16.856929779052734,0.12562848903238774
18.30307960510254,17.106130599975586,16.466840744018555,16.085529327392578,15.865429878234863,0.07689994109105883
20.373750686645508,18.462970733642578,17.374719619750977,16.953670501708984,16.581680297851562,0.1501594171758209
19.66901969909668,17.590930938720703,16.57689094543457,16.14466094970703,15.796460151672363,0.10962820624311766
18.72385025024414,16.817960739135742,15.96030044555664,15.568010330200195,15.235130310058594,0.06344742584228516
19.536500930786133,18.218259811401367,17.645219802856445,17.338069915771484,17.114469528198242,0.0901359460502863
19.118040084838867,18.049949645996094,17.4301700592041,17.061769485473633,16.8360595703125,0.10027000192934205
20.24287986755371,18.161710739135742,17.026180267333984,16.564250946044922,16.20863914489746,0.15027814152340097
17.9477596282959,16.447830200195312,15.753350257873535,15.36832046508789,15.088839530944824,0.05091347444252599
18.226680755615234,16.955970764160156,16.620590209960938,16.372100830078125,16.17967987060547,0.043783959789822496
18.584510803222656,17.427370071411133,16.897409439086914,16.581979751586914,16.371309280395508,0.06726632247989377
19.543289184570312,17.521270751953125,16.472049713134766,16.03887939453125,15.6696195602417,0.09248600843052068
18.28973960876465,16.769939422607422,16.10378074645996,15.762020111083984,15.554980278015137,0.06407492503523826
18.66452980041504,17.42392921447754,16.946760177612305,16.606189727783203,16.45092010498047,0.05793749210362633
19.957809448242188,18.25558090209961,17.485389709472656,17.119260787963867,16.853179931640625,0.09105703994631767
20.57999038696289,18.475980758666992,17.36956024169922,16.912710189819336,16.54014015197754,0.13900623401857556
19.90407943725586,18.4272403717041,17.679330825805664,17.316879272460938,17.056819915771484,0.1162680267691612
20.195009231567383,18.26609992980957,17.35219955444336,16.944150924682617,16.60257911682129,0.09602989228566489
16.740510940551758,14.958109855651855,14.158829689025879,13.769539833068848,13.541419982910156,0.02485452013622437
19.55813980102539,17.587339401245117,16.6668701171875,16.2273006439209,15.909350395202637,0.09316797745724519
20.05617904663086,18.252750396728516,17.36964988708496,16.901540756225586,16.5435791015625,0.11001239129652579
19.604419708251953,18.214609146118164,17.440109252929688,17.022659301757812,16.774330139160156,0.11320200642198325
19.237079620361328,18.00909996032715,17.202430725097656,16.82025909423828,16.55038070678711,0.13468339348832767
18.921430587768555,17.756460189819336,17.25926971435547,16.968860626220703,16.746950149536133,0.05722300313413143
20.61787986755371,18.56744956970215,17.46224021911621,17.01609992980957,16.581100463867188,0.13029424027601877
19.24633026123047,17.262269973754883,16.362720489501953,15.953359603881836,15.611929893493652,0.07239509661495686
19.950590133666992,18.1724796295166,17.23063087463379,16.809059143066406,16.50909996032715,0.1168614871551593
19.574949264526367,18.2437801361084,17.5368595123291,17.07653045654297,16.80324935913086,0.12028760696202516
20.55575942993164,18.533130645751953,17.37628936767578,16.92616081237793,16.53754997253418,0.149626402631402
19.619890213012695,17.74941062927246,16.861879348754883,16.46817970275879,16.128780364990234,0.09213352471590042
19.333120346069336,18.135469436645508,17.558420181274414,17.216339111328125,17.026039123535156,0.09198367283120751
20.384300231933594,18.54353904724121,17.405519485473633,16.939430236816406,16.604839324951172,0.1566161996126175
19.58087921142578,18.078489303588867,17.282949447631836,16.851280212402344,16.566789627075195,0.09417010237773259
20.95220947265625,18.646690368652344,17.484130859375,17.013469696044922,16.661039352416992,0.16139914085467658
